Measurement Unit ----->,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA
FXGL,D43,G6TYX04HN396,D43-CRB,D43-CRB_8G34G,006334,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:14:45,2019-07-05 03:14:56,500.10.8-17A24921d,,,,,11.571317,,,5,37837,124696,162533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX04JN390,D43-CRB,D43-CRB_8G41R3,006943,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:51:56,2019-07-05 00:52:09,500.10.8-17A24921d,,,,,14.277203,,,5,26415,134118,160533,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX04NN396,D43-CRB,D43-CRB_8G34G,006329,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:08:59,2019-07-05 03:09:11,500.10.8-17A24921d,,,,,12.612769,,,5,46541,110448,156989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX04QN390,D43-CRB,D43-CRB_8G42R3,006996,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:50:49,2019-07-05 00:51:01,500.10.8-17A24921d,,,,,12.576411,,,5,20075,122975,143050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX04QN39C,D43-CRB,D43-CRB_8G58R3,008470,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:48:47,2019-07-05 00:48:58,500.10.8-17A24921d,,,,,11.262222,,,5,18970,51969,70939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX04RN396,D43-CRB,D43-CRB_8G34G,006326,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:02:52,2019-07-05 04:03:03,500.10.8-17A24921d,,,,,11.472473,,,5,34042,98790,132832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX04SN39X,D43-CRB,D43-CRB_7K6G,008562,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:04:36,2019-07-05 03:04:46,500.10.8-17A24921d,,,,,10.89399,,,5,27510,75169,102679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX04UN390,D43-CRB,D43-CRB_8G42R3,006992,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:48:34,2019-07-05 01:48:45,500.10.8-17A24921d,,,,,11.789284,,,5,33742,132729,166471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX04YN396,D43-CRB,D43-CRB_8G34G,006344,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:06:19,2019-07-05 04:06:30,500.10.8-17A24921d,,,,,11.773335,,,5,26135,132124,158259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX050N39C,D43-CRB,D43-CRB_8G58R3,008477,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:13:14,2019-07-05 05:13:24,500.10.8-17A24921d,,,,,11.3901,,,5,24036,116433,140469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX051N39C,D43-CRB,D43-CRB_8G58R3,008478,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:54:39,2019-07-05 00:54:51,500.10.8-17A24921d,,,,,13.02037,,,5,20850,116188,137038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX052N39C,D43-CRB,D43-CRB_8G58R3,008479,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:19:40,2019-07-05 00:19:52,500.10.8-17A24921d,,,,,12.366297,,,5,17531,113235,130766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX053N39C,D43-CRB,D43-CRB_8G58R3,008480,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:18:14,2019-07-05 05:18:25,500.10.8-17A24921d,,,,,11.373367,,,5,18978,109289,128267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX054N39C,D43-CRB,D43-CRB_8G58R3,008481,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:21:15,2019-07-05 02:21:26,500.10.8-17A24921d,,,,,11.647805,,,5,17494,79102,96596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX05EN390,D43-CRB,D43-CRB_8G42R3,006972,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:21:55,2019-07-05 04:22:06,500.10.8-17A24921d,,,,,11.568854,,,5,22750,140291,163041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX069N396,D43-CRB,D43-CRB_8G34GS,006365,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:04:20,2019-07-05 03:04:32,500.10.8-17A24921d,,,,,12.515452,,,6,21017,58580,79597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX077N396,D43-CRB,D43-CRB_8G34GS,006384,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:54:15,2019-07-05 00:54:27,500.10.8-17A24921d,,,,,12.184547,,,4,24242,108074,132316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX07UN39W,D43-CRB,D43-CRB_7A8R,007376,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:14:41,2019-07-05 03:14:53,500.10.8-17A24921d,,,,,12.435267,,,5,11095,27948,39043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX07WN39W,D43-CRB,D43-CRB_7A8R,007379,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:17:40,2019-07-05 05:17:50,500.10.8-17A24921d,,,,,11.077223,,,5,18417,35561,53978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX08KN39W,D43-CRB,D43-CRB_7A13R,007771,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:40:09,2019-07-05 21:40:20,500.10.8-17A24921d,,,,,11.578791,,,5,15521,72688,88209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0ADN39P,D43-CRB,D43-CRB_7A10R,008407,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:18:31,2019-07-05 03:18:42,500.10.8-17A24921d,,,,,11.421154,,,5,11857,26318,38175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0ALN39P,D43-CRB,D43-CRB_7A10R,008388,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:20:08,2019-07-05 04:20:18,500.10.8-17A24921d,,,,,11.034877,,,5,12580,25967,38547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX0AVN39P,D43-CRB,D43-CRB_7A10R,008397,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:18:33,2019-07-05 05:18:44,500.10.8-17A24921d,,,,,10.944041,,,7,27274,77351,104625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0B4N39P,D43-CRB,D43-CRB_7G60R,008164,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:14:51,2019-07-05 01:15:02,500.10.8-17A24921d,,,,,11.140267,,,5,30401,82767,113168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX0BHN39P,D43-CRB,D43-CRB_7G60R,008185,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:21:40,2019-07-05 00:21:52,500.10.8-17A24921d,,,,,12.60486,,,5,25783,85229,111012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0BLN39P,D43-CRB,D43-CRB_7G60R,008181,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:27:28,2019-07-05 05:27:39,500.10.8-17A24921d,,,,,11.458341,,,5,19963,92407,112370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0BMN39P,D43-CRB,D43-CRB_7G60R,008180,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:18:24,2019-07-05 03:18:36,500.10.8-17A24921d,,,,,12.465539,,,5,27247,88689,115936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0BQN39P,D43-CRB,D43-CRB_7G60R,008182,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:22:11,2019-07-05 05:22:21,500.10.8-17A24921d,,,,,11.002497,,,5,23698,87942,111640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0BZN39W,D43-CRB,D43-CRB_7A13R,007852,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:38:45,2019-07-05 05:38:56,500.10.8-17A24921d,,,,,12.039887,,,5,33769,61246,95015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0CAN39P,D43-CRB,D43-CRB_7G60R,008235,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:06:10,2019-07-05 04:06:22,500.10.8-17A24921d,,,,,12.611044,,,5,27482,89540,117022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0CBN39W,D43-CRB,D43-CRB_7A13R,007861,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:18:10,2019-07-05 01:18:21,500.10.8-17A24921d,,,,,11.10076,,,5,14173,39886,54059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0CPN39P,D43-CRB,D43-CRB_7G60R,008222,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:31:03,2019-07-05 02:31:15,500.10.8-17A24921d,,,,,13.311387,,,5,21341,91042,112383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX0CWN39P,D43-CRB,D43-CRB_7G60R,008215,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:52:14,2019-07-05 00:52:25,500.10.8-17A24921d,,,,,11.701568,,,4,19559,86466,106025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX0CZN39P,D43-CRB,D43-CRB_7G60R,008212,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:03:00,2019-07-05 04:03:10,500.10.8-17A24921d,,,,,11.058744,,,5,24187,46549,70736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0D1N39P,D43-CRB,D43-CRB_7G60R,008210,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:19:10,2019-07-05 00:19:23,500.10.8-17A24921d,,,,,13.510946,,,5,21655,91985,113640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX0D2N39P,D43-CRB,D43-CRB_7G60R,008209,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:19:17,2019-07-05 00:19:28,500.10.8-17A24921d,,,,,11.48881,,,5,19023,85120,104143,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0D5N39P,D43-CRB,D43-CRB_7G60R,008206,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:54:06,2019-07-05 00:54:18,500.10.8-17A24921d,,,,,12.641629,,,5,18632,49942,68574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX0D8N39P,D43-CRB,D43-CRB_7G60R,008203,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:51:06,2019-07-05 00:51:16,500.10.8-17A24921d,,,,,10.86231,,,5,22648,85621,108269,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX0D9N39P,D43-CRB,D43-CRB_7G60R,008202,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:08:49,2019-07-05 03:09:01,500.10.8-17A24921d,,,,,12.238462,,,4,21296,84303,105599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX0DGN39P,D43-CRB,D43-CRB_7G60R,008171,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:24:27,2019-07-05 05:24:39,500.10.8-17A24921d,,,,,12.000493,,,5,27963,73391,101354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TZ1001N38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 20:16:31,2019-07-05 20:17:18,500.10.8-17A24921d,,,,,46.862364,,,2,5819,19193,25012,,,,,,,,,,,,,,,,39,42.4,42,43.01,48.64,40.59,59.79,71.9,72.68,55.46,55.46,26.79,26.64,27.01,27,27,26.63,29.79,29.59,29.59,29.59,29.01,341901312
FXGL,D43,G6TZ1001N393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 01:27:03,2019-07-05 01:27:54,500.10.8-17A24921d,,,,,51.261097,,,2,5545,15254,20799,,,,,,,,,,,,,,,,40.9,44.58,43.89,45.18,51.75,43.01,60.9,70.79,71.9,55.57,56.95,24.6,23.92,23.93,23.92,24.3,23.83,25.2,24.81,24.81,25.5,25.59,341901312
FXGL,D43,G6TZ1001N399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:40:09,2019-07-05 09:40:47,500.10.8-17A24921d,,,,,38.518236,,,2,10964,15278,26242,,,,,,,,,,,,,,,,40.5,44.84,43.49,44.78,51.35,42.36,61.25,70.45,71.65,55.46,56.35,24.79,24.6,24.28,24.32,24.73,24.16,25.78,25.1,25.29,25.2,25,342949888
FXGL,D43,G6TZ1002N393,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 01:27:28,2019-07-05 01:28:07,500.10.8-17A24921d,,,,,38.724013,,,2,6176,15261,21437,,,,,,,,,,,,,,,,40.59,45.09,44.06,45.77,52.16,43.47,61.42,71.21,72.17,55.67,56.87,24.6,23.91,23.77,24.03,24.33,23.86,25.39,24.9,24.6,25.1,24.6,337707008
FXGL,D43,G6TZ1002N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:13:20,2019-07-05 10:14:39,500.10.8-17A24921d,,,,,78.714032,,,2,7585,15296,22881,,,,,,,,,,,,,,,,39.5,46.28,44.41,45.7,53.28,42.95,62.54,72.17,72.42,56.7,57.46,23.7,24.01,23.98,23.76,24.3,23.79,25.39,24.71,24.32,25.2,24.42,336990208
FXGL,D43,G6TZ1002N399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:38:48,2019-07-05 09:39:32,500.10.8-17A24921d,,,,,44.544921,,,2,10960,15333,26293,,,,,,,,,,,,,,,,40.2,45.07,44.08,45.22,51.73,42.78,61.68,72.51,73.54,55.57,56.53,24.7,24.61,24.68,24.35,24.94,24.27,25.78,25.1,25.39,25.5,25.1,337707008
FXGL,D43,G6TZ1003N38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 20:16:36,2019-07-05 20:17:18,500.10.8-17A24921d,,,,,42.647695,,,2,5781,19183,24964,,,,,,,,,,,,,,,,39.09,43.4,42.16,43.55,49.93,40.59,60.82,70.87,72.25,55.46,56.6,26.5,27.43,26.97,27.22,27.67,26.23,29.29,29.01,29.2,29.01,29.01,342949888
FXGL,D43,G6TZ1003N393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 01:26:54,2019-07-05 01:27:47,500.10.8-17A24921d,,,,,53.610151,,,2,6744,15316,22060,,,,,,,,,,,,,,,,40.79,45.4,44.21,45.7,52.67,43.61,62.1,72.76,73.54,56.43,57.39,24.6,24.19,23.79,24.06,24.48,24.05,25.1,25.1,25.1,25.5,24.9,336859136
FXGL,D43,G6TZ1003N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:16:41,2019-07-05 10:17:30,500.10.8-17A24921d,,,,,50.159415,,,2,11983,15578,27561,,,,,,,,,,,,,,,,40.29,46.44,43.89,46.16,53.78,43.07,62.71,77.12,77.57,56.87,58.07,23.89,23.8,23.3,23.73,24.05,23.49,24.42,24.81,23.73,24.42,23.93,341901312
FXGL,D43,G6TZ1003N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:19:07,2019-07-05 10:20:04,500.10.8-17A24921d,,,,,57.202818,,,2,6464,15740,22204,,,,,,,,,,,,,,,,40.29,45.11,43.66,44.91,51.55,42.36,61.17,72.85,74.14,55.75,56.53,24,23.71,23.64,23.54,23.83,23.4,24.32,24.6,24.42,24.21,24.03,342949888
FXGL,D43,G6TZ1004N38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 12:58:45,2019-07-05 12:59:32,500.10.8-17A24921d,,,,,47.50792,,,2,8672,16826,25498,,,,,,,,,,,,,,,,38,42.85,41.96,43.36,49.53,40.83,60.65,72.25,73.45,55.46,56.01,22.5,22.05,22.3,22.32,22.72,22.25,25.2,24.81,24.9,25,24.42,342949888
FXGL,D43,G6TZ1004N393,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 01:28:06,2019-07-05 01:28:43,500.10.8-17A24921d,,,,,37.44495,,,2,6350,15300,21650,,,,,,,,,,,,,,,,39.7,45.22,44.15,45.63,51.96,42.87,61.25,71.73,72.07,55.57,56.35,24.2,24.18,24.23,24.07,24.45,23.97,25.1,24.9,24.42,25.2,24.21,342949888
FXGL,D43,G6TZ1004N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:13:07,2019-07-05 10:14:21,500.10.8-17A24921d,,,,,75.425387,,,3,8308,15270,23578,,,,,,,,,,,,,,,,39.79,46.28,43.93,46.14,53.25,43.05,62.1,73.54,74.31,56.43,57.56,24,23.96,23.47,23.81,24.05,23.55,24.81,25.2,24.71,24.6,24.51,341901312
FXGL,D43,G6TZ1004N399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:36:52,2019-07-05 09:37:40,500.10.8-17A24921d,,,,,48.517909,,,2,11400,15073,26473,,,,,,,,,,,,,,,,40.29,45.02,43.66,45.11,51.49,42.52,61.76,65.46,65.46,55.84,56.78,24.89,24.51,24.32,24.3,24.58,24.14,25.29,25.29,25.2,25.1,25.1,337707008
FXGL,D43,G6TZ1005N38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 13:01:14,2019-07-05 13:01:59,500.10.8-17A24921d,,,,,45.154278,,,2,8819,18896,27715,,,,,,,,,,,,,,,,37.59,42.66,40.96,42.72,48.48,39.82,60.04,74.31,76.01,55.46,55.92,22.29,22.11,21.54,21.96,21.97,21.61,24.81,24.51,24.32,24.9,24.6,336859136
FXGL,D43,G6TZ1005N393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 00:50:10,2019-07-05 00:50:46,500.10.8-17A24921d,,,,,37.018057,,,2,6182,15881,22063,,,,,,,,,,,,,,,,41.7,46.44,45.31,47.04,53.47,44.51,62.54,71.48,72,57.21,58.15,25.6,25.14,25.14,25.11,25.34,25,26.28,26.46,25.89,26.28,25.89,336859136
FXGL,D43,G6TZ1005N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:15:01,2019-07-05 10:16:02,500.10.8-17A24921d,,,,,61.799532,,,2,8090,15584,23674,,,,,,,,,,,,,,,,39.59,45.75,43.47,45.47,52.46,42.48,61.34,70.79,71.48,56.43,56.87,23.79,23.88,23.41,23.74,24.03,23.56,25,25.5,24.42,25.2,24.6,341901312
FXGL,D43,G6TZ1005N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:13:16,2019-07-05 10:14:34,500.10.8-17A24921d,,,,,78.824918,,,2,7145,15285,22430,,,,,,,,,,,,,,,,39.5,44.49,42.91,44.45,50.87,41.83,60.31,71.04,71.73,55.46,55.92,23.6,23.7,23.49,23.46,23.92,23.32,24.6,24.32,24.21,24.51,24.51,337055744
FXGL,D43,G6TZ1006N38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 21:33:28,2019-07-05 21:34:09,500.10.8-17A24921d,,,,,41.509378,,,2,8175,17156,25331,,,,,,,,,,,,,,,,32.59,40.33,38.62,40.09,46.66,37.75,57.98,72,73.1,53.12,54.59,21.89,22.13,21.74,21.91,22.35,22.08,24.6,23.73,24.21,24.32,24.42,341901312
FXGL,D43,G6TZ1006N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:15:28,2019-07-05 10:16:37,500.10.8-17A24921d,,,,,70.698816,,,2,8173,15336,23509,,,,,,,,,,,,,,,,40.2,45.65,43.78,45.36,52.55,42.28,62.28,72.17,73.37,56.09,57.73,24,23.7,23.66,23.72,23.96,23.4,24.9,24.71,24.71,24.9,25.2,337707008
FXGL,D43,G6TZ1007N38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 13:01:38,2019-07-05 13:02:22,500.10.8-17A24921d,,,,,44.173577,,,2,6984,18906,25890,,,,,,,,,,,,,,,,37.59,42.12,40.87,42.08,48.13,39.21,59.1,71.65,72.34,54.98,55.46,22.5,22.21,22.13,22.18,22.31,21.55,24.81,24.42,24.21,24.81,24.12,342949888
FXGL,D43,G6TZ1007N393,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 01:26:46,2019-07-05 01:27:26,500.10.8-17A24921d,,,,,40.284405,,,2,6600,15231,21831,,,,,,,,,,,,,,,,40.9,45.72,44.58,46.51,53.53,43.95,63.06,74.14,76.17,57.21,58.32,24.7,24.19,23.99,24.27,24.66,24.04,25.5,24.81,25.29,25.5,25,341901312
FXGL,D43,G6TZ1007N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:18:58,2019-07-05 10:19:53,500.10.8-17A24921d,,,,,55.992963,,,2,7851,15889,23740,1,0,0,0,0,,,,,,,,,,,39.9,45.61,43.68,45.45,52.49,42.81,61.25,71.14,71.65,56.01,57.04,24.2,23.68,23.4,23.46,23.81,23.4,24.51,24.71,24.12,24.81,24.51,337055744
FXGL,D43,G6TZ1007N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,FAIL,2019-07-05 08:09:06,2019-07-05 08:09:56,500.10.8-17A24921d,kCollectLogs failed to upload the blob of on-device test via IP,,,,50.033457,,,,,,,,,,,,,,,,,,20015,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TZ1007N399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 08:11:55,2019-07-05 08:12:39,500.10.8-17A24921d,,,,,44.796808,,,2,8423,19465,27888,,,,,,,,,,,,,,,,38.9,44.41,42.95,44.56,51.01,41.67,60.82,72.93,74.14,55.46,55.5,24.1,24.14,24.06,24.02,24.38,23.83,25.2,24.42,24.12,24.42,24.12,341901312
FXGL,D43,G6TZ1008N38F,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 08:14:00,2019-07-05 08:14:42,500.10.8-17A24921d,,,,,42.478283,,,5,6008,26220,32228,,,,,,,,,,,,,,,,39.9,46.4,45.38,46.87,53.37,44.27,65.54,79.95,80.25,59.18,60.56,24,24.93,24.98,25.03,25.11,24.75,27.84,27.64,27.34,27.64,27.25,337707008
FXGL,D43,G6TZ1008N393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 01:31:21,2019-07-05 01:31:57,500.10.8-17A24921d,,,,,35.84304,,,2,6360,15455,21815,,,,,,,,,,,,,,,,40.5,46.26,44.58,46.16,53.37,43.13,62.89,72.42,73.89,56.26,57.64,26.2,25.93,25.96,25.87,26.17,25.71,27.54,26.76,26.85,26.46,26.37,336859136
FXGL,D43,G6TZ1008N398,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 20:16:27,2019-07-05 20:17:09,500.10.8-17A24921d,,,,,43.123323,,,2,8230,20412,28642,,,,,,,,,,,,,,,,32,42.66,40.13,42.44,49.9,39.46,58.5,72.76,72.93,53.42,55.07,24.89,26.33,25.59,26.2,27.07,25.79,26.95,26.95,26.07,26.46,26.37,337707008
FXGL,D43,G6TZ1008N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:08:27,2019-07-05 10:09:07,500.10.8-17A24921d,,,,,40.595035,,,2,11363,16820,28183,,,,,,,,,,,,,,,,40.29,44.98,44.1,45.52,51.52,43.15,60.04,71.65,72.59,55.46,55.92,25.1,25.15,25.16,25.12,25.56,25.11,25.39,25.5,25.39,25.5,25.68,341901312
FXGL,D43,G6TZ1009N38F,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 03:01:22,2019-07-05 03:02:21,500.10.8-17A24921d,,,,,59.168771,,,6,8529,15367,23896,,,,,,,,,,,,,,,,40.29,45.59,44.91,45.98,52.61,43.76,65.37,79.5,80.46,58.42,59.79,25.39,26.39,26.27,26.14,26.48,25.98,29.4,29.29,29.01,28.9,28.71,341901312
FXGL,D43,G6TZ1009N393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 01:26:58,2019-07-05 01:27:50,500.10.8-17A24921d,,,,,52.537839,,,2,8505,15289,23794,,,,,,,,,,,,,,,,40.4,44.98,44.06,45.43,51.78,43.32,60.82,70.7,71.9,55.57,56.78,24.7,24.34,24.32,24.36,24.65,24.19,25.39,24.9,25.2,25.68,25.5,336793600
