Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime
FXGL,D42,C39YV13UN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007492,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 01:29:48,2019-07-05 01:32:45
FXGL,D42,C39YV13UN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007492,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 01:33:20,2019-07-05 01:36:15
FXGL,D42,C39YV13UN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007492,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 01:44:05,2019-07-05 01:47:01
FXGL,D42,C39YV14RN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007523,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 00:12:29,2019-07-05 00:15:24
FXGL,D42,C39YV156N2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007553,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 00:16:15,2019-07-05 00:19:12
FXGL,D42,C39YV156N2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007553,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 00:25:20,2019-07-05 00:28:17
FXGL,D42,C39YV156N2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007553,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 00:34:57,2019-07-05 00:37:53
FXGL,D42,C39YV15KN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007540,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 01:28:22,2019-07-05 01:31:18
FXGL,D42,C39YV15KN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007540,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 01:32:00,2019-07-05 01:34:55
FXGL,D42,C39YV15KN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007540,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 01:36:46,2019-07-05 01:39:41
FXGL,D42,C39YV15KN2QT,D42-CARRIER,D42-CARRIER_2AFR3B,007540,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 01:40:40,2019-07-05 01:43:35
FXGL,D42,C39YT00TN2QP,D42-CARRIER,D42-CARRIER_3R4RJ,004480,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 02:01:36,2019-07-05 02:04:30
FXGL,D42,C39YV002N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006717,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 02:51:13,2019-07-05 02:54:09
FXGL,D42,C39YV002N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006717,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 02:56:22,2019-07-05 02:59:17
FXGL,D42,C39YV002N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006717,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 03:00:01,2019-07-05 03:02:56
FXGL,D42,C39YV002N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006717,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 03:03:39,2019-07-05 03:06:35
FXGL,D42,C39YV002N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006717,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 03:09:33,2019-07-05 03:12:28
FXGL,D42,C39YV00EN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005152,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:11:18,2019-07-05 02:14:14
FXGL,D42,C39YV00GN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005154,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 05:48:03,2019-07-05 05:50:59
FXGL,D42,C39YV00GN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005154,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 05:51:14,2019-07-05 05:54:10
FXGL,D42,C39YV00GN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005154,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 05:54:37,2019-07-05 05:57:33
FXGL,D42,C39YV00HN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005155,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 05:30:40,2019-07-05 05:33:37
FXGL,D42,C39YV00KN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006734,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 02:54:44,2019-07-05 02:57:40
FXGL,D42,C39YV00KN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006734,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 02:58:29,2019-07-05 03:01:24
FXGL,D42,C39YV00KN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006734,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 03:02:06,2019-07-05 03:05:02
FXGL,D42,C39YV00KN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006734,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 03:07:14,2019-07-05 03:10:10
FXGL,D42,C39YV00NN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006737,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:04:45,2019-07-05 02:07:41
FXGL,D42,C39YV00NN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006737,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:34:05,2019-07-05 02:37:01
FXGL,D42,C39YV00VN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005167,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:29:26,2019-07-05 02:32:21
FXGL,D42,C39YV010N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006749,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:08:07,2019-07-05 02:11:03
FXGL,D42,C39YV011N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006750,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 02:08:30,2019-07-05 02:11:26
FXGL,D42,C39YV014N2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005176,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 02:27:50,2019-07-05 02:30:46
FXGL,D42,C39YV01JN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006767,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 04:49:37,2019-07-05 04:52:34
FXGL,D42,C39YV01JN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006767,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 04:54:57,2019-07-05 04:57:54
FXGL,D42,C39YV01VN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005201,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:22:55,2019-07-05 02:25:51
FXGL,D42,C39YV01WN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006779,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 02:33:09,2019-07-05 02:36:05
FXGL,D42,C39YV01WN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006779,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-05 04:46:41,2019-07-05 04:49:37
FXGL,D42,C39YV01WN2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006779,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-05 04:55:09,2019-07-05 04:58:05
FXGL,D42,C39YV01YN2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005204,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 02:14:50,2019-07-05 02:17:46
FXGL,D42,C39YV01ZN2R0,D42-CARRIER,D42-CARRIER_2ITR2B,006594,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 02:41:14,2019-07-05 02:44:03
FXGL,D42,C39YV023N2QC,D42-CARRIER,D42-CARRIER_3AFR2R,006786,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:50:01,2019-07-05 02:52:57
FXGL,D42,C39YV027N2R0,D42-CARRIER,D42-CARRIER_2ITR2B,006602,FXGL_C03-3F-DQE_11_QT1-PREBURN,PASS,2019-07-05 02:44:10,2019-07-05 02:47:05
FXGL,D42,C39YV028N2RN,D42-CARRIER,D42-CARRIER_1AFR1G,005214,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 02:18:03,2019-07-05 02:20:58
