Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime
FXGL,D43,G6TZ100DN393,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 02:28:46,2019-07-05 02:29:12
FXGL,D43,G6TZ100DN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:15:31,2019-07-05 10:16:15
FXGL,D43,G6TZ100DN399,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 08:06:49,2019-07-05 08:07:10
FXGL,D43,G6TZ100EN38Y,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 12:59:10,2019-07-05 12:59:32
FXGL,D43,G6TZ100EN393,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 01:26:49,2019-07-05 01:27:07
FXGL,D43,G6TZ100EN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:15:39,2019-07-05 10:16:22
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3F-BIR_2_BURNIN,FAIL,2019-07-05 10:19:28,2019-07-05 10:20:41
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3F-BIR_2_BURNIN,FAIL,2019-07-05 10:21:46,2019-07-05 10:22:45
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3F-BIR_2_BURNIN,FAIL,2019-07-05 10:24:07,2019-07-05 10:24:59
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3FT-02_4_BURNIN,FAIL,2019-07-05 13:22:17,2019-07-05 13:24:09
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3FT-02_4_BURNIN,FAIL,2019-07-05 13:34:34,2019-07-05 13:36:04
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3FT-02_4_BURNIN,FAIL,2019-07-05 13:45:43,2019-07-05 13:47:13
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3FT-02_2_BURNIN,FAIL,2019-07-05 14:01:32,2019-07-05 14:03:09
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3FT-02_4_BURNIN,FAIL,2019-07-05 14:31:30,2019-07-05 14:33:55
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3FT-02_2_BURNIN,FAIL,2019-07-05 15:17:25,2019-07-05 15:18:58
FXGL,D43,G6TZ100FN38Y,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 13:01:35,2019-07-05 13:02:01
FXGL,D43,G6TZ100FN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:17:01,2019-07-05 10:17:25
FXGL,D43,G6TZ100FN399,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 08:15:01,2019-07-05 08:15:21
FXGL,D43,G6TZ100GN38Y,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 13:20:55,2019-07-05 13:21:14
FXGL,D43,G6TZ100GN390,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 03:01:28,2019-07-05 03:02:04
FXGL,D43,G6TZ100GN393,,,,FXGL_C07-3FT-01_7_BURNIN,FAIL,2019-07-05 08:10:06,2019-07-05 08:10:59
FXGL,D43,G6TZ100GN393,,,,FXGL_C07-3FT-02_1_BURNIN,FAIL,2019-07-05 08:36:14,2019-07-05 08:36:15
FXGL,D43,G6TZ100GN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:13:37,2019-07-05 10:14:24
FXGL,D43,G6TZ100GN399,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 09:37:13,2019-07-05 09:37:37
FXGL,D43,G6TZ100HN38Y,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 13:02:15,2019-07-05 13:02:34
FXGL,D43,G6TZ100HN393,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 08:14:03,2019-07-05 08:14:22
FXGL,D43,G6TZ100HN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:13:21,2019-07-05 10:14:06
FXGL,D43,G6TZ100HN399,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 09:39:56,2019-07-05 09:40:16
FXGL,D43,G6TZ100JN38Y,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 13:57:52,2019-07-05 13:58:15
FXGL,D43,G6TZ100JN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:16:56,2019-07-05 10:17:20
